,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
50,Mob Psycho 100,2018,N/A,N/A,N/A,"Sci-Fi, Thriller",N/A,N/A,Tatsuomi Hamada,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BOGMzODczNDctZGMzMS00MGI3LTg1Y2UtODRiMmNkZmFiZGZhXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,332,tt7701694,series,,,,,True,,1
51,Amo,2017–,TV-MA,09 Apr 2018,N/A,Crime,N/A,N/A,"Rhea Jai Fernandez, Vince Rillon, Felix Roco, Allen Dizon","Set amidst the height of the Philippine government's crackdown on illegal drugs, high school student Joseph gets tangled up in the chaotic underworld of drugs and corruption.","Filipino, Tagalog",Philippines,N/A,https://m.media-amazon.com/images/M/MV5BMDEwYjQyOWYtY2ViYS00NGVjLWIwYTgtYzQ5NjgzNjJjNGM3XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,359,tt7218736,series,,,,,True,,N/A
52,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
53,[Cargo],2018,N/A,13 Nov 2018,80 min,"Crime, Thriller",James Dylan,James Dylan,"Eliot, Danika Fields, J.C. Maçek III, Jose Rosete",A man wakes trapped inside a cargo container with only a cell phone and is given 24 hours by his kidnappers to raise ten million dollars in ransom or die.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGQ4NTdjMjctZDdhZC00YjllLWEzOTUtZDI1ODhlZjBjN2NjXkEyXkFqcGdeQXVyMDk5NDkzOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}]",N/A,2.5,349,tt6068554,movie,N/A,N/A,N/A,N/A,True,,
54,Paheli,2005,Not Rated,24 Jun 2005,140 min,"Drama, Fantasy, Romance",Amol Palekar,"Vijayadan Detha (novel), Vijayadan Detha (story), Sandhya Gokhale (dialogue), Sandhya Gokhale (screenplay), Amol Palekar (story)","Shah Rukh Khan, Rani Mukerji, Anupam Kher, Naseeruddin Shah",A folk tale - supernatural love story about a ghost who falls in love with a newlywed woman.,Hindi,India,5 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjNmMDJjZWEtMTRjMS00YzMwLWI2NzMtYjY3YjA2NzY3ZWViXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.5,"11,903",tt0451850,movie,27 Sep 2005,"$1,409,498",Red Chillies Entertainment,N/A,True,,
55,Live,2018–,N/A,10 Mar 2018,60 min,"Comedy, Crime, Drama",N/A,N/A,"Yu-mi Jung, Kwang-Soo Lee, Sung-Woo Bae, Chong-ok Bae","The drama revolves around the incidents that occur among the police force and the joy, sorrow, and pain that police officers experience as they try to protect justice.",Korean,South Korea,1 nomination.,https://m.media-amazon.com/images/M/MV5BMmYwZWQ1NmUtYTM1My00NWZmLTk0NzAtMWY0YzFmYjlkNTE0XkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,575,tt7976532,series,,,,,True,,1
56,Food on the Go (E il cibo va),2017,N/A,10 May 2018,66 min,Documentary,Mercedes Cordova,"Alessandro Di Nuzzo, Santiago Hadida, Fisher Heike",Pietro Sorba,N/A,"English, Spanish, Italian","Argentina, Italy",1 win.,https://m.media-amazon.com/images/M/MV5BYWEwN2ZmZTUtYTk4NS00YWQyLThkZjktN2M5N2NlZjRhY2RjXkEyXkFqcGdeQXVyMjA2OTg2Njk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,114,tt7321504,movie,N/A,N/A,N/A,N/A,True,,
57,Ajji,2017,N/A,24 Nov 2017,104 min,Drama,Devashish Makhija,"Devashish Makhija (dialogue), Devashish Makhija (screenplay), Devashish Makhija (story), Maya Tideman (additional screenplay), Mirat Trivedi (screenplay), Mirat Trivedi (story)","Sushama Deshpande, Smita Tambe, Sharvani Suryavanshi, Abhishek Banerjee",Little Manda is found raped and dumped in a trash heap near her slum. Her parents are more concerned with survival than dignity. The cops are powerless to help as the rapist is a local ...,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMjk4ZGRkNzQtM2NhZC00MWJhLTg4YTQtM2E0ZmQyMmJlMjZiXkEyXkFqcGdeQXVyNzI0NzQyNTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",N/A,7.0,600,tt6471054,movie,N/A,N/A,N/A,N/A,True,,
58,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
59,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
60,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
61,Ali Wong: Hard Knock Wife,2018,TV-MA,13 May 2018,64 min,Comedy,Jay Karas,Ali Wong,Ali Wong,Comedian Ali Wong performs her live stand-up set at Toronto's Winter Garden Theatre.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWVkZDNjZTMtMTY0Yi00OGQ0LTliMDEtMWMxYzljYzZlYTY3XkEyXkFqcGdeQXVyMTEzNjA2NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.3,"3,396",tt7410684,movie,13 May 2018,N/A,Netflix,N/A,True,,
62,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
63,The Kissing Booth,2018,TV-14,11 May 2018,105 min,"Comedy, Romance",Vince Marcello,"Vince Marcello (screenplay), Beth Reekles (novel)","Megan du Plessis, Lincoln Pearson, Caitlyn de Abrue, Jack Fokkens",A high school student is forced to confront her secret crush at a kissing booth.,English,"UK, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNjQ0Mzk0OTE5MF5BMl5BanBnXkFtZTgwNDkyOTI0NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}]",N/A,6.1,"51,789",tt3799232,movie,11 May 2018,N/A,Netflix,N/A,True,,
64,Evil Genius: The True Story of America's Most Diabolical Bank Heist,2018,TV-MA,10 May 2018,192 min,"Documentary, Crime",N/A,N/A,"Kevin G. Calkins, Ann Smith","The extraordinary story of the ""pizza bomber heist"" and the FBI's investigation into a bizarre collection of suspects.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BOGRhMTEzODMtNTY4Yy00NGJkLWFhMjMtNmY5YzkyZjhjMzg1XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"18,545",tt8342862,series,,,,,True,,1
65,The Who Was? Show,2018–,N/A,11 May 2018,25 min,"Short, Adventure, Comedy, Family",N/A,N/A,"Lilla Crawford, H. Jon Benjamin, Kirrilee Berger, Andrew Daly",Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,N/A,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BZDZmZDRiNDktZjc0NC00ZWI0LWIwZTUtMzdiZGY5NmYxNjE4XkEyXkFqcGdeQXVyODc1NzM4Nzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,448,tt7488702,series,,,,,True,,1
66,Safe,2018,TV-MA,10 May 2018,60 min,"Drama, Mystery",N/A,Harlan Coben,"Michael C. Hall, Amy James-Kelly, Amanda Abbington, Freddie Thorp","After his teenage daughter goes missing, a widowed surgeon begins uncovering dark secrets of the people closest to him.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNTRjNTA4YmEtNmU5ZC00YjFjLTk0YzMtNmFhZDI0ZGYxNmI5XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"26,221",tt7902072,series,,,,,True,,1
67,Left Behind,2014,PG-13,03 Oct 2014,110 min,"Action, Drama, Fantasy, Mystery, Thriller",Vic Armstrong,"Jerry B. Jenkins (based on novel), Tim LaHaye (based on novel), Paul Lalonde, John Patus","Nicolas Cage, Chad Michael Murray, Cassi Thomson, Nicky Whelan",A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.,English,"USA, Canada",5 nominations.,https://m.media-amazon.com/images/M/MV5BMjI4MjA2OTQxMF5BMl5BanBnXkFtZTgwMjcyMTI2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,3.1,"35,320",tt2467046,movie,06 Jan 2015,"$10,649,893",Freestyle Releasing,N/A,True,,
68,The Cabin In The Woods: An Army of Nightmares - Makeup & Animatronic Effects,2012,N/A,18 Sep 2012,12 min,"Documentary, Short",Drew Goddard,N/A,"David LeRoy Anderson, Drew Goddard, Heather Langenkamp, Lisa Lassek",A documentary that explores how the monsters were brought to life in The Cabin in the Woods.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDBlOWUwYmItMTBiNi00MWVlLTlhOTMtYWRlN2UzZjE2OTYxXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,24,tt7371706,movie,N/A,N/A,N/A,N/A,True,,
69,Underworld,2003,R,19 Sep 2003,121 min,"Action, Fantasy, Thriller",Len Wiseman,"Kevin Grevioux (story), Len Wiseman (story), Danny McBride (story), Danny McBride (screenplay)","Kate Beckinsale, Scott Speedman, Michael Sheen, Shane Brolly","Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",English,"USA, UK, Germany, Hungary",1 win & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,7.0,"245,172",tt0320691,movie,06 Jan 2004,"$51,483,949",Sony Screen Gems,N/A,True,,
70,Killers,2010,PG-13,04 Jun 2010,100 min,"Action, Comedy, Romance, Thriller",Robert Luketic,"Bob DeRosa (screenplay), Ted Griffin (screenplay), Bob DeRosa (story)","Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara","A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.",English,USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,5.4,"84,437",tt1103153,movie,07 Sep 2010,"$47,000,485",Lionsgate Films,N/A,True,,
71,Hari Kondabolu: Warn Your Relatives,2018,N/A,08 May 2018,67 min,Comedy,Bobcat Goldthwait,Hari Kondabolu,Hari Kondabolu,"Hari riffs on celebrity encounters, identity politics, and why firefighters are better than cops.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTM4NjY0NzAtOGQ2ZS00OTBhLTlmOWQtOTQyZGUzYWM2OTcyXkEyXkFqcGdeQXVyMTY5OTQzNzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,6.5,547,tt8342748,movie,08 May 2018,N/A,Netflix,N/A,True,,
72,City of God: 10 Years Later,2013,PG-13,20 Oct 2014,70 min,Documentary,"Cavi Borges, Luciano Vidigal","Cavi Borges, André Sampaio, Luciano Vidigal","Alice Braga, Darlan Cunha, Renato de Souza, Leandro Firmino",A film documentary about the fate of the young actors of the award winning film City of God by Fernando Meirelles and Katia Lund. It shows how their lives unfolded after the film's worldwide success.,Portuguese,Brazil,2 wins.,https://m.media-amazon.com/images/M/MV5BMTQ4MDk2OTE1NV5BMl5BanBnXkFtZTgwNDI0OTk5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,946,tt4103686,movie,N/A,N/A,N/A,N/A,True,,
73,Family Blood,2018,TV-MA,04 May 2018,92 min,"Horror, Thriller",Sonny Mallhi,"Nick Savvides, Sonny Mallhi","Vinessa Shaw, James Ransone, Colin Ford, Ajiona Alexus","Ellie, a recovering drug addict, has just moved to a new city with her two teenage children. She has struggled to stay sober in the past and is determined to make it work this time, finding...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWYyOWZkMjgtMzFmZS00NGI2LThiMmEtMTQwYTY3YTU2MGJiXkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}]",N/A,4.2,"2,099",tt7895904,movie,N/A,N/A,N/A,N/A,True,,
74,Unlocked,2017,R,05 May 2017,98 min,"Action, Drama, Mystery, Thriller",Michael Apted,Peter O'Brien (screenplay),"Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich",A CIA interrogator is lured into a ruse that puts London at risk of a biological attack.,"English, Arabic, German","Czech Republic, Switzerland, UK, USA, France",N/A,https://m.media-amazon.com/images/M/MV5BZWJiNGQ1YzgtOGVjZS00MGRjLTgwZDMtNWFiNmQ2ZWI1ZWNkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.2,"26,476",tt1734493,movie,01 Sep 2017,N/A,Lionsgate Premiere,N/A,True,,
75,Security,2017,R,04 Mar 2017,88 min,"Action, Crime, Thriller",Alain Desrochers,"Tony Mosher (screenplay), John Sullivan (screenplay)","Antonio Banderas, Ben Kingsley, Liam McIntyre, Cung Le",A security guard protects an eleven year-old girl who is being targeted by a gang for participating as a trial witness.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZmI4OGE0MTktOTQ3ZC00ZDlhLTg1OGMtMjRiMTMwNzgzZDIyXkEyXkFqcGdeQXVyNjc4Nzk3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"14,803",tt3501112,movie,N/A,N/A,Millennium Films,N/A,True,,
76,Om Shanti Om,2007,PG-13,09 Nov 2007,162 min,"Action, Comedy, Drama, Musical, Romance, Thriller",Farah Khan,"Farah Khan (story), Mushtaq Sheikh (screenplay), Farah Khan (screenplay), Mayur Puri (dialogue)","Shah Rukh Khan, Arjun Rampal, Kiron Kher, Shreyas Talpade","In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life.","Hindi, Urdu",India,36 wins & 26 nominations.,https://m.media-amazon.com/images/M/MV5BZDQxM2RkZDItNDFkMi00NTVkLTlhNTUtNzM1MzkxNWZjYjQ2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}]",N/A,6.7,"36,492",tt1024943,movie,06 May 2008,"$3,421,520",Eros Entertainment,N/A,True,,
77,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
78,Beyond Skyline,2017,R,15 Dec 2017,106 min,"Action, Adventure, Horror, Sci-Fi, Thriller",Liam O'Donnell,Liam O'Donnell,"Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey",A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.,"English, Indonesian","UK, China, Canada, Indonesia, Singapore, USA",N/A,https://m.media-amazon.com/images/M/MV5BNDBlMzY1MmMtMWUwMS00ODk5LWJiZDUtN2ZmZjJjYTRhMmNhXkEyXkFqcGdeQXVyMjU3NTI0Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.3,"16,663",tt1724970,movie,16 Jan 2018,N/A,Vertical Entertainment,N/A,True,,
79,"Thi Mai, rumbo a Vietnam",2017,TV-14,12 Jan 2018,99 min,Comedy,Patricia Ferreira,Marta Sánchez,"Carmen Machi, Adriana Ozores, Aitana Sánchez-Gijón, Dani Rovira","Along with her two friends, a determined woman travels to Vietnam to bring home the young girl her recently deceased daughter had planned to adopt.","Spanish, English, Vietnamese",Spain,N/A,https://m.media-amazon.com/images/M/MV5BNzMxNDhkYTYtMmExMy00OTZhLTk2Y2YtMjIyNjA3NmJhNWIzXkEyXkFqcGdeQXVyNTY4MzAyNDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"1,763",tt6126346,movie,N/A,N/A,Amor en Vietnam,N/A,True,,
80,Lo más sencillo es complicarlo todo,2018,TV-PG,26 Jan 2018,93 min,Comedy,Rene Bueno,Rene Bueno,"Danna Paola, Alosian Vivancos, Daniela Wong, Xabiani Ponce de León","Renata has been in love with Leonardo, her half brother's best friend. But he meets Susana and decides that she is the woman of his life. Renata starts a plan to separate them.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZGY1YjhjMDEtOWFiYi00NGQ2LTg5YWEtYmYxN2NkZTFhNjQ4XkEyXkFqcGdeQXVyNTY2MzkxMjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.7/10'}]",N/A,3.7,503,tt5507934,movie,N/A,N/A,N/A,N/A,True,,
81,No Estoy Loca,2018,TV-MA,04 Jan 2018,116 min,"Comedy, Drama",Nicolás López,"Guillermo Amoedo (screenplay by), Nicolás López (screenplay by), Nicolás López (story by)","Paz Bascuñán, Marcial Tagle, Antonia Zegers, Carolina Paulsen","Carolina discovers that she can't have children the same day that her husband leaves her for her best friend, which pushed her to suicide and to be hospitalized in a psychiatric clinic.",Spanish,Chile,N/A,https://m.media-amazon.com/images/M/MV5BYWViMGJkYmYtMjA4MC00YmM2LTg1OGMtNDA4NTgxOGViNGVlXkEyXkFqcGdeQXVyNTU1MzI3NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,522,tt4060006,movie,N/A,N/A,N/A,N/A,True,,
82,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
83,Manhunt,2017–,TV-14,01 Aug 2017,60 min,"Crime, Drama",N/A,"Andrew Sodroski, Jim Clemente, Tony Gittelson","Cameron Britton, Ness Bautista, Sam Worthington, Jeremy Bobb","An in-depth look at how an FBI profiler helped track down the terrorist Ted Kaczynski, the Unabomber.",English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BOTcxMjEyMzc4NV5BMl5BanBnXkFtZTgwOTQ4MjE4MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"43,060",tt5618256,series,,,,,True,,2
84,Anon,2018,TV-MA,04 May 2018,100 min,"Crime, Drama, Mystery, Sci-Fi, Thriller",Andrew Niccol,Andrew Niccol,"Clive Owen, Afiya Bennett, Morgan Allen, Jeffrey Men","In a world without anonymity or crime, a detective meets a woman who threatens their security.",English,"Germany, USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BMjE0MjIwMDE2MV5BMl5BanBnXkFtZTgwMzM5MDQzNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,"33,564",tt5397194,movie,04 May 2018,N/A,Netflix,N/A,True,,
85,,,,,,,,,,,,,,,,,,,,,,,,,False,Movie not found!,
86,A Little Help with Carol Burnett,2018–,TV-G,04 May 2018,23 min,Talk-Show,N/A,Carol Burnett,"Caleb Jeon, Emmersyn Fiorentino, Seane Mele, Robert Timothy Smith","With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.",English,USA,4 nominations.,https://m.media-amazon.com/images/M/MV5BZWE5ODMxNWUtOWI1YS00N2QxLThlYmQtNzNjNDJlZTQ4MzJlXkEyXkFqcGdeQXVyMzIzNzMwMjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,200,tt7204366,series,,,,,True,,N/A
87,End Game,2018,TV-PG,04 May 2018,40 min,"Documentary, Short","Rob Epstein, Jeffrey Friedman",N/A,N/A,"Filmed and edited in intimate vérité style, this movie follows visionary medical practitioners who are working on the cutting edge of life and death and are dedicated to changing our thinking about both.","English, Persian",USA,Nominated for 1 Oscar. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjZiYmMxZjctZjRhZi00ZGY1LTk4YzYtOTY3MTdhMTE2OTU4XkEyXkFqcGdeQXVyNTAyMjE2Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.1,"1,472",tt7879350,movie,04 May 2018,N/A,Netflix,N/A,True,,
88,Forgive Us Our Debts,2018,TV-MA,04 May 2018,104 min,Drama,Antonio Morabito,"Antonio Morabito, Amedeo Pagani","Claudio Santamaria, Marco Giallini, Jerzy Stuhr, Flonja Kodheli",A man struggling under the crushing weight of debt must work as a tax collector to pay off his creditors.,Italian,"Italy, Switzerland, Albania, Poland",N/A,https://m.media-amazon.com/images/M/MV5BYjY1YTZkMGMtNGNlNC00YzllLTkxNjMtNzE4Y2U1MWIyYzkzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"1,042",tt6679412,movie,04 May 2018,N/A,Netflix,N/A,True,,
89,The Clapper,2017,R,26 Jan 2018,89 min,"Comedy, Drama",Dito Montiel,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Adam Levine",15 minutes of fame destroys the life of a man who works as a clapper in television.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZjAzYjE0YmItNjMzNy00NGYyLTlmYjMtOGNkYjBlMTAxMTM0XkEyXkFqcGdeQXVyMzEzNjQ4Mjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,5.1,"5,494",tt5461956,movie,06 Mar 2018,N/A,Momentum Pictures,N/A,True,,
90,Jailbreak,2017,TV-MA,29 Sep 2017,92 min,"Action, Comedy",Jimmy Henderson,"Jimmy Henderson, Michael Hodgson","Celine Tran, Jean-Paul Ly, Laurent Plancel, Tharoth Sam","What started as a simple escort mission will soon turn to chaos as the prisoners of Koh Kla take over the prison grounds. A special task force [Jean-Paul Ly, Dara Our, Tharoth Sam] gets ...","Khmer, English, French",Cambodia,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BYmZjNmExZTEtZWU2My00ZGRjLTg2YzMtYmZjYWE0NTNlZTVjL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTE3NTY3NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}]",N/A,5.4,"1,082",tt5741304,movie,N/A,N/A,N/A,N/A,True,,
91,John Mulaney: Kid Gorgeous at Radio City,2018,TV-MA,01 May 2018,65 min,Comedy,Alex Timbers,John Mulaney,"John Mulaney, Jon Brion, Carole Shelley","John Mulaney relays stories from his childhood and Saturday Night Live (1975), eviscerates the value of college, and laments getting older in this comedy special. Other topics include the church, his family, Trump and pedophiles abducting kids.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWZlYjE4ZDYtNjhlNi00ZGQ0LTgxZmUtNGRjNDM4YWJmOWNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,7.9,"4,691",tt8271714,movie,01 May 2018,N/A,Netflix,N/A,True,,
