,Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons,rotten_tomatoes_rating
42,42,Alexa & Katie,2018–,TV-Y7,23 Mar 2018,25 min,"Comedy, Drama",,Heather Wordham,"Paris Berelc, Isabel May, Jolie Jenkins, Emery Kelly",Lifelong best friends Alexa and Katie are eagerly anticipating the start of their freshman year of high school. The pals confront a crisis that leaves them feeling like outsiders at a time when what seems to matter most is fitting in.,English,USA,Nominated for 1 Primetime Emmy. Another 1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNTk2NzY2NTItYWFhMS00NGM5LWIwNTgtMTEwNzdiMzE4Njk3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,"1,953",tt6916746,series,,,,,True,,3.0,-
43,43,Sonic Boom,2014–2017,TV-Y7,08 Nov 2014,11 min,"Animation, Short, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",,"Evan Baily, Donna Friedman, Sandrine Nguyen","Roger Craig Smith, Cindy Robinson, Colleen O'Shaughnessey, Travis Willingham","23 years after the original Sonic the Hedgehog video game, fast, handsome, and arrogant hero Sonic continues to fight his arch nemesis, Dr. Eggman. Along with Tails, Knuckles, Amy, and a new recruit named Sticks.",English,"USA, France",3 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNjk4MTQ1MWUtMWRhOS00NmJkLWIxYWItYjEyNDYwOThkZmM3XkEyXkFqcGdeQXVyMDc2NTUxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,"5,082",tt3232262,series,,,,,True,,2.0,-
44,44,The Disastrous Life of Saiki K.: Reawakened,2019–,,30 Dec 2019,,,,,"Zach Aguilar, Kellen Goff, Kyle McCarley, Jason Charles Miller",,Japanese,,,https://m.media-amazon.com/images/M/MV5BZWI5ODczNTctMzc5ZS00MWVmLTg4ZGEtYzRmNGVmNWQ1M2EyXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",,8.6,18,tt11163352,series,,,,,True,,,-
45,45,Hot Gimmick: Girl Meets Boy,2019,,28 Jun 2019,119 min,Drama,Yûki Yamato,"Miki Aihara, Yûki Yamato","Miona Hori, Mizuki Itagaki, Kaisei Kamimura, Shôtarô Mamiya",Hatsumi and her family live normal lives until she is used by Ryoki who begins to bully and intimidate her. Azusa is a friend in the area and also good looking. He has the hots for Hatsumi ...,Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BMmMzMTk2ZWUtODUzYS00MTcxLTgzOGYtZGNlNzRhMjM1MTQ2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",,4.6,134,tt10061256,movie,,,,,True,,,-
48,48,Gangsterdam,2017,,19 Sep 2018,100 min,Comedy,Romain Lévy,"Remy Four (screenplay), Romain Lévy (screenplay), Mathieu Oullion (screenplay), Julien War (screenplay)","Kev Adams, Manon Azem, Côme Levin, Hubert Koundé","A student in Amsterdam tries to win over a young woman by chasing after a packet of drugs, which happens to belong to the Dutch mafia.",French,"France, Netherlands",,https://m.media-amazon.com/images/M/MV5BNDI3NTM1MzMtMWY4Yy00ZGYxLThkYTUtOTZmYzM4ZWJjMzcwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}]",,4.4,639,tt5976178,movie,,,,,True,,,-
51,51,Ghostroads: A Japanese Rock N Roll Ghost Story,2017,,25 Sep 2017,77 min,"Comedy, Horror, Music","Enrico Ciccu, Les Decidous Jr., Ken Nishikawa, Mike 'in Tokyo' Rogers","James Honeycutt, Mike 'in Tokyo' Rogers","Makoto Arikida, Rodney Bingenheimer, Kansas Bowling, Ura Dai",A struggling musician finds a haunted amp with a ghost who promises fame.,"Japanese, English",Japan,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTI5ODU0ODYtMWY5Zi00ZTMyLWI4ZDktZGRlMjI2NWE1MDI4XkEyXkFqcGdeQXVyNTg5MDk3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",,7.3,66,tt5372628,movie,,,,,True,,,-
53,53,Atiye,2019–,TV-MA,27 Dec 2019,40 min,"Drama, Fantasy, Mystery",,,"Beren Saat, Mehmet Günsür, Metin Akdülger, Melisa Senolsun",A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,"English, Turkish",Turkey,,https://m.media-amazon.com/images/M/MV5BNTM2NTc3NmMtZjhiMy00Njg0LThiMzctMjI5ZWFjOGNkMWI5XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,"8,993",tt10075318,series,,,,,True,,1.0,-
57,57,The Hungover Games,2014,R,18 Feb 2014,85 min,Comedy,Josh Stolberg,"Kyle Barnett Anderson (screenplay), Kyle Barnett Anderson (story), David Bernstein (screenplay), David Bernstein (story), Jamie Kennedy (story)","Ross Nathan, Sam Pancake, Ben Begley, Herbert Russell","A spoof on The Hangover (2009), The Hunger Games (2012) and other movies, TV series etc. 4 men, with hangovers after a bachelor party, find themselves in a future, dystopian, kill or be killed game.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTk0NjM3MDk3NV5BMl5BanBnXkFtZTgwNTEzNTY3MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}]",,3.6,"10,571",tt3138104,movie,11 Mar 2014,,Sony Pictures Home Entertainment,,True,,,-
58,58,The Restaurant Scene,2018,,01 Sep 2018,,Drama,Alex Greenspan,Alex Greenspan,"Mischa Ipp, Clara Francesca Pagone",,English,USA,,https://m.media-amazon.com/images/M/MV5BNTZkYWMxMzktZGJhZC00Y2M0LWJmYjctZjBkNDdiN2E0ZWY5XkEyXkFqcGdeQXVyNDgwMDY4MjM@._V1_SX300.jpg,[],,,,tt8859768,movie,,,,,True,,,-
60,60,"Where'd You Go, Bernadette",2019,PG-13,16 Aug 2019,109 min,"Comedy, Drama, Mystery",Richard Linklater,"Richard Linklater (screenplay by), Holly Gent (screenplay by), Vincent Palmo Jr. (screenplay by), Maria Semple (based on the novel written by)","Cate Blanchett, Billy Crudup, Emma Nelson, Kristen Wiig",A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.,English,USA,Nominated for 1 Golden Globe. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDZiY2MyN2ItZjYyMi00YWNiLTk3NTQtNzk3YWFlOTg1MzViXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51.0,6.5,"10,883",tt2365580,movie,19 Nov 2019,,Annapurna Pictures,,True,,,49%
62,62,Then Came You,2018,,01 Feb 2019,97 min,"Adventure, Comedy, Drama",Peter Hutchings,Fergal Rock,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong",A hypochondriac working as an airport baggage handler is forced to confront his fears when a British teenager with a terminal illness enlists him to help her carry out her eccentric bucket list.,,USA,,https://m.media-amazon.com/images/M/MV5BMWY1YjIxNWEtMjNhYi00OTFlLWE0ZmMtM2NhNGJjNjE2NGNkXkEyXkFqcGdeQXVyMjMwMzk5OTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,7.0,"7,364",tt4859168,movie,01 Feb 2019,,SHOUT! STUDIOS,,True,,,59%
63,63,Dolly Parton: Here I Am,2019,,26 Dec 2019,90 min,"Documentary, Music",Francis Whately,,"Jerry Douglas, Linda Perry, Kent Wells",,English,UK,,https://m.media-amazon.com/images/M/MV5BZmMyYTBhN2EtMjU4Zi00ZDM2LThiNzktOTM2OWUxMDFiMmM0XkEyXkFqcGdeQXVyMTQwMzQ1MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",,7.1,7,tt11497544,movie,,,,,True,,,-
64,64,The App,2019,,26 Dec 2019,78 min,"Drama, Sci-Fi, Thriller",Elisa Fuksas,"Elisa Fuksas, Lucio Pellegrini","Salvatore Costa, Vincenzo Crea, Jessica Cressy, Maurizio Di Carmine","Loving girlfriend, family fortune, breakout movie role: he's got it all. Until an app awakens a powerful new yearning. While in Rome to shoot his first movie, Niccolò becomes obsessed and sent into a self-destructive spiral.","Italian, English",Italy,,https://m.media-amazon.com/images/M/MV5BYjZhY2UwZWUtYjhiNS00YzhmLWFjMmUtODlmMzU0MDc1OGZmXkEyXkFqcGdeQXVyMTY5OTQzNzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.6/10'}]",,2.6,826,tt11385066,movie,,,,,True,,,-
65,65,Fast & Furious Presents: Hobbs & Shaw,2019,PG-13,02 Aug 2019,137 min,"Action, Adventure",David Leitch,"Chris Morgan (screenplay by), Drew Pearce (screenplay by), Chris Morgan (story by), Gary Scott Thompson (based on characters created by)","Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby","Lawman Luke Hobbs (Dwayne ""The Rock"" Johnson) and outcast Deckard Shaw (Jason Statham) form an unlikely alliance when a cyber-genetically enhanced villain threatens the future of humanity.","English, Samoan, Russian",USA,20 nominations.,https://m.media-amazon.com/images/M/MV5BOTIzYmUyMmEtMWQzNC00YzExLTk3MzYtZTUzYjMyMmRiYzIwXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,6.5,"143,313",tt6806448,movie,15 Oct 2019,,Universal Pictures,,True,,,67%
66,66,Carole & Tuesday,2019–,TV-MA,10 Apr 2019,22 min,"Animation, Music, Sci-Fi",,,"Miyuri Shimabukuro, Kana Ichinose, Akio Ôtsuka, Miyu Irino","Two girls, from different backgrounds but sharing a love for music, meet and change history with their united musical talent.",Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BMDE2NmJlOTEtYjgxMy00ODI1LWJmZTEtMGE0N2M0NTM3ODM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",,7.9,"1,009",tt8107988,series,,,,,True,,1.0,-
67,67,Lost in Space,2019,,09 May 2019,55 min,Drama,Shihyun Wang,Shihyun Wang,"David Baron, Kristen Barone, Tomas Johansson, Cory Johnson","Inspired by true stories and unsolved mysteries. A test pilot's life changed after a famous space mission. What really happened? His wife, who first their 3 year old daughter before he ...",English,USA,26 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMzVlODliYmYtMGY1Ni00ZjkzLWE4ZDktYjI3ZmVjYWVlNmYwXkEyXkFqcGdeQXVyNjkyNzY0ODI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",,8.6,8,tt10431882,movie,,,,,True,,,-
68,68,John Mulaney & the Sack Lunch Bunch,2019,,24 Dec 2019,70 min,"Comedy, Family, Musical",Rhys Thomas,"John Mulaney, Marika Sawyer","John Mulaney, Alexander Bello, Tyler Bourke, Ava Briglia","John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",English,USA,,https://m.media-amazon.com/images/M/MV5BZWM0ZjA4YjYtY2MzZS00Y2Y0LWJkMGUtZTlmM2RiYTE5ZWI0XkEyXkFqcGdeQXVyNjU1OTg4OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"2,509",tt11318624,movie,,,,,True,,,-
69,69,Como Caído Del Cielo,2019,,24 Dec 2019,112 min,"Comedy, Drama, Musical, Romance",José Pepe Bojórquez,"José Pepe Bojórquez (screenplay), José Pepe Bojórquez (story by), Alfredo Felix-Diaz (screenplay), Alfredo Felix-Diaz (story by)","Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Yare Santana",Mexican legend Pedro Infante receives another opportunity on earth to redeem himself for his forays with women and earn heaven in the body of an imitator.,Spanish,Mexico,,https://m.media-amazon.com/images/M/MV5BYTQxMmYzZjktOTc4OS00NWIzLWE2N2QtZmVmOWVmNzJiOWMxXkEyXkFqcGdeQXVyNzU2MDA1MA@@._V1_SX300.jpg,[],,,,tt10946934,movie,,,,,True,,,-
71,71,Rick and Morty,2013–,TV-14,02 Dec 2013,23 min,"Animation, Adventure, Comedy, Sci-Fi",,"Dan Harmon, Justin Roiland","Justin Roiland, Chris Parnell, Spencer Grammer, Sarah Chalke",An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,English,USA,Won 1 Primetime Emmy. Another 15 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMjRiNDRhNGUtMzRkZi00MThlLTg0ZDMtNjc5YzFjYmFjMmM4XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",,9.2,"329,460",tt2861424,series,,,,,True,,4.0,-
72,72,Missing,2017,TV-14,01 Jan 2017,180 min,"Crime, Drama, Mystery",,,"Helena Bergström, Johan H:son Kjellgren, Mattias Nordkvist, Anna Bjelkerud","Police superintendent Maja Silver goes back to her old hometown in the Swedish Bible belt to see her daughter, when a terrible discovery paralyzes the small community.",Swedish,Sweden,,https://m.media-amazon.com/images/M/MV5BZTg5YTk3MDktN2JjYi00NDdkLWIzNTYtZDI5NzRhMzczMDhiXkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",,6.2,707,tt6367940,series,,,,,True,,,-
73,73,Once Upon a Time in Lingjian Mountain,2019,,12 Nov 2019,,"Action, Adventure, Comedy, Drama, Fantasy, Romance",,,"Kai Xu, Sandrine Pinna, Yuanbing Zhu, Yuer Gao","A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established ...",Chinese,China,,https://m.media-amazon.com/images/M/MV5BYzM4NWZiNDgtZTZlMS00ZDhkLWE3MzItMGNkN2QzMWYzMTI1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",,8.1,78,tt11261994,series,,,,,True,,,-
74,74,Back of the Net,2019,Unrated,15 Jun 2019,98 min,Family,Louise Alston,"Casie Tabanou, Alison Spuck McNeeley, Clay Glen (original concept by)","Sofia Wylie, Christopher Kirby, Melissa Bonne, Trae Robin",A new student at a soccer academy is determined to beat her rival's team in the national tournament.,English,Australia,,https://m.media-amazon.com/images/M/MV5BNDgwNTZiZDQtZjUxYi00NDBjLWEzZjgtMTQ2ZThmZDY4YmE1XkEyXkFqcGdeQXVyNDY1NTI0OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}]",,4.9,304,tt8211214,movie,,,,,True,,,50%
75,75,The Disaster Artist,2017,R,08 Dec 2017,104 min,"Biography, Comedy, Drama",James Franco,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), Greg Sestero (based on the book ""The Disaster Artist: My Life Inside The Room,  the Greatest Bad Movie Ever Made"" by), Tom Bissell (based on the book ""The Disaster Artist: My Life Inside The Room,  the Greatest Bad Movie Ever Made"" by)","Dave Franco, James Franco, Seth Rogen, Ari Graynor","When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",English,USA,Nominated for 1 Oscar. Another 31 wins & 81 nominations.,https://m.media-amazon.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76.0,7.4,"124,519",tt3521126,movie,13 Mar 2018,,A24,,True,,,91%
76,76,A Cure for Wellness,2016,R,17 Feb 2017,146 min,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",Gore Verbinski,"Justin Haythe (screenplay by), Justin Haythe (story by), Gore Verbinski (story by)","Dane DeHaan, Jason Isaacs, Mia Goth, Ivo Nandi","An ambitious young executive is sent to retrieve his company's CEO from an idyllic but mysterious ""wellness center"" at a remote location in the Swiss Alps, but soon suspects that the spa's treatments are not what they seem.","English, German","USA, Germany",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTg5Njg1MzIwNl5BMl5BanBnXkFtZTgwNDU1NjczMDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47.0,6.4,"77,498",tt4731136,movie,06 Jun 2017,"$8,103,139",20th Century Fox,,True,,,42%
77,77,The Team,2015–,TV-14,22 Feb 2015,60 min,"Crime, Drama",,,"Lars Mikkelsen, Jürgen Vogel, Jasmin Gerat, Marie Bach Hansen",A European joint investigation team investigates organized crime across borders in Europe.,"English, French, Flemish, German, Danish, Swedish","Switzerland, Austria, Germany, Belgium, Denmark",2 nominations.,https://m.media-amazon.com/images/M/MV5BNzc5MjdiNDktOWI4ZS00ZGYxLTljMjUtYmEwOTFkZTAzNWQ4XkEyXkFqcGdeQXVyNjg5NDg4OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,"2,212",tt3681610,series,,,,,True,,1.0,-
80,80,The Other Guys,2010,PG-13,06 Aug 2010,107 min,"Action, Comedy, Crime",Adam McKay,"Adam McKay, Chris Henchy","Will Ferrell, Derek Jeter, Mark Wahlberg, Eva Mendes","Two mismatched New York City detectives seize an opportunity to step up like the city's top cops, whom they idolize, only things don't quite go as planned.","English, Ukrainian",USA,3 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0NDQzNTA2Ml5BMl5BanBnXkFtZTcwNzI2OTQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.6,"232,891",tt1386588,movie,14 Dec 2010,"$119,219,978",Columbia Pictures,,True,,,78%
81,81,The Witcher,2019–,TV-MA,20 Dec 2019,60 min,"Action, Adventure, Drama, Fantasy, Horror, Mystery",Tomek Baginski,Lauren Schmidt,"Henry Cavill, Freya Allan, Anya Chalotra, Mimi Ndiweni","Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",English,"USA, Poland",,https://m.media-amazon.com/images/M/MV5BOGE4MmVjMDgtMzIzYy00NjEwLWJlODMtMDI1MGY2ZDlhMzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",,8.3,"229,401",tt5180504,series,,,,,True,,2.0,-
82,82,The Two Popes,2019,PG-13,20 Dec 2019,125 min,"Comedy, Drama",Fernando Meirelles,Anthony McCarten,"Anthony Hopkins, Jonathan Pryce, Juan Minujín, Luis Gnecco","Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.","English, Spanish, Italian, Latin, Portuguese, French, German","UK, Italy",Nominated for 3 Oscars. Another 9 wins & 50 nominations.,https://m.media-amazon.com/images/M/MV5BY2RiOTc1YmYtMDk0Yy00ZWI4LTgzN2YtYTg2ZDZmOGIwNTA1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75.0,7.6,"81,399",tt8404614,movie,20 Dec 2019,,Netflix,,True,,,89%
83,83,Ultraviolet,2017–,TV-MA,25 Oct 2017,60 min,Crime,,Wendy West,"Viet Anh Do, Marta Nieradkiewicz, Bartlomiej Topa, Magdalena Czerwinska",An online community of amateur sleuths use technology to solve crimes -- and make quirky friends -- in their quest for justice.,Polish,Poland,,https://m.media-amazon.com/images/M/MV5BZjBhOGQyYmMtZTNhOS00MGRlLTljNTAtNDQ0ZGI5N2RjMWMzXkEyXkFqcGdeQXVyMTEwMTY3NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,"1,054",tt7514746,series,,,,,True,,1.0,-
85,85,A Quiet Place,2018,PG-13,06 Apr 2018,90 min,"Drama, Horror, Sci-Fi",John Krasinski,"Bryan Woods (screenplay by), Scott Beck (screenplay by), John Krasinski (screenplay by), Bryan Woods (story by), Scott Beck (story by)","Emily Blunt, John Krasinski, Millicent Simmonds, Noah Jupe","In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.","English, American Sign Language",USA,Nominated for 1 Oscar. Another 34 wins & 108 nominations.,https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82.0,7.5,"371,832",tt6644200,movie,10 Jul 2018,,Paramount Pictures,,True,,,95%
88,88,Soundtrack,2019,TV-MA,18 Dec 2019,56 min,"Drama, Musical",,Joshua Safran,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan",Music connects the lives of random people living in Los Angeles.,English,USA,,https://m.media-amazon.com/images/M/MV5BMDIyMDI2OGQtY2JmZi00YmFiLWFjYzktOGNiZmM0NTUzNWRkXkEyXkFqcGdeQXVyMzI5OTAzMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",,6.8,"1,290",tt7913450,series,,,,,True,,1.0,-
